Station ID,Date,Hour,Atm P,T air,Dew point,RH
466920,20060111,12,1017.3,21.4,17,76
466920,20060111,13,1016.6,20.8,16.7,77
466920,20060111,14,1016.1,20.5,16.9,80
466920,20060111,15,1015.9,20,16.3,79
466920,20060111,16,1015.9,19.7,16,79
466920,20060111,17,1016,18.7,16.2,85
466920,20060111,18,1016.5,18.9,15.4,80
466920,20060111,19,1016.7,19.2,14.9,76
466920,20060111,20,1017.2,18.8,14,74
466920,20060111,21,1017.5,19.2,15.1,77
466920,20060111,22,1016.9,18.5,15.1,81
466920,20060111,23,1016.6,19.3,16,81
466920,20060111,24,1016.5,19.3,17,87
466920,20060112,1,1016.1,19.3,17.2,88
466920,20060112,2,1015.8,19.2,17.5,90
466920,20060112,3,1015.4,19,17.5,91
466920,20060112,4,1014.9,19,17.8,93
466920,20060112,5,1015.1,19,18,94
466920,20060112,6,1015.2,19.2,18.2,94
466920,20060112,7,1015.5,19.3,18.3,94
466920,20060112,8,1016,20.1,19.2,95
466920,20060112,9,1016.4,21.1,19.8,92
466920,20060112,10,1016.4,21.2,19.7,91
466920,20060112,11,1015.8,20.3,19,92
466920,20060112,12,1014.5,21.4,20.4,94
466920,20060112,13,1013,23.1,20.7,86
466920,20060112,14,1011.8,25.7,20.9,75
466920,20060112,15,1011.1,25.9,20.4,72
466920,20060112,16,1010.9,25.7,17.7,61
466920,20060112,17,1011.6,22.9,17.6,72
466920,20060112,18,1012,21.9,18,79
466920,20060112,19,1012.4,21.3,18.2,82
466920,20060112,20,1012.5,20.7,18.3,86
466920,20060112,21,1012.8,20.8,18.4,86
466920,20060112,22,1013.2,20.7,18.6,88
466920,20060112,23,1013.3,19.5,18,91
466920,20060112,24,1013.7,19.3,17.7,90
466920,20060113,1,1013.8,19,17.2,89
466920,20060113,2,1013.6,19,17.2,89
466920,20060113,3,1013.6,18.8,17.2,90
466920,20060113,4,1013.4,18.1,17,93
466920,20060113,5,1014.1,18.1,16.6,91
466920,20060113,6,1014.5,18.1,16.6,91
466920,20060113,7,1015.3,18.3,16.6,90
466920,20060113,8,1015.8,18.6,16.2,86
466920,20060113,9,1015.9,19.3,16.1,82
466920,20060113,10,1015.8,19.9,15.8,77
466920,20060113,11,1014.9,21,16.6,76
466920,20060113,12,1013.8,23.5,17.1,67
466920,20060113,13,1013.3,22.6,16.7,69
466920,20060113,14,1013.1,23.6,17.4,68
466920,20060113,15,1013.1,22.4,16,67
466920,20060113,16,1013.6,21.5,14.7,65
466920,20060113,17,1014.1,20.7,14.3,67
466920,20060113,18,1014.6,20.2,15.6,75
466920,20060113,19,1015.1,19.8,15.6,77
466920,20060113,20,1015.2,19.6,15.2,76
466920,20060113,21,1015.1,19.4,14.7,74
466920,20060113,22,1014.9,19.1,14.9,77
466920,20060113,23,1014.8,19,14.9,77
466920,20060113,24,1014.8,18.7,14.9,79
466920,20060114,1,1014.6,18.4,14.9,80
466920,20060114,2,1014.5,18.4,14.9,80
466920,20060114,3,1014.5,18.1,14.9,82
466920,20060114,4,1014.5,18.1,14.9,82
466920,20060114,5,1014.9,18,14.9,82
466920,20060114,6,1015.3,17.3,14.5,84
466920,20060114,7,1015.8,17,14.3,84
466920,20060114,8,1016.1,17.6,14.3,81
466920,20060114,9,1016.5,20.4,16.3,77
466920,20060114,10,1016.3,22,16.4,71
466920,20060114,11,1015.5,23.6,16.5,64
466920,20060114,12,1014.5,24.2,16.5,62
466920,20060114,13,1013.9,23.9,16.4,63
466920,20060114,14,1013.5,24.4,16.9,63
466920,20060114,15,1013.4,23.9,17,65
466920,20060114,16,1013.6,23.1,16.6,67
466920,20060114,17,1014,22.4,16.4,69
466920,20060114,18,1014.4,21.6,16.3,72
466920,20060114,19,1014.7,21.1,16.1,73
466920,20060114,20,1015.1,20.8,16,74
466920,20060114,21,1015.3,20.7,16,74
466920,20060114,22,1015.5,20.5,16,75
466920,20060114,23,1015.7,20.4,16,76
466920,20060114,24,1015.7,20.1,16.2,78
466920,20060115,1,1016.1,20.2,16.5,79
466920,20060115,2,1016,20.3,16.4,78
466920,20060115,3,1015.6,20.2,16.3,78
466920,20060115,4,1015.4,20.3,16.3,78
466920,20060115,5,1015.7,20,16.5,80
466920,20060115,6,1016.1,19.7,16.2,80
466920,20060115,7,1016.6,19.7,15.5,77
466920,20060115,8,1017.3,20.1,15.4,74
466920,20060115,9,1017.6,21.2,16.6,75
466920,20060115,10,1017.1,22.4,17.4,73
466920,20060115,11,1016.4,23.7,18.1,71
466920,20060115,12,1015.6,24.7,18,66
466920,20060115,13,1014.9,25.4,17.7,62
466920,20060115,14,1014.1,26.3,18,60
466920,20060115,15,1013.7,26.6,14.4,47
466920,20060115,16,1014.1,24,17,65
466920,20060115,17,1014.6,22.8,17.2,71
466920,20060115,18,1014.8,22.6,17.5,73
466920,20060115,19,1015.2,23.4,17.3,69
466920,20060115,20,1015.1,22.6,17.6,73
466920,20060115,21,1014.8,22.6,17.9,75
466920,20060115,22,1014.6,22.5,17.8,75
466920,20060115,23,1014.5,22.5,17.8,75
466920,20060115,24,1014.2,22.4,17.6,74
466920,20060116,1,1014.4,22.5,17.8,75
466920,20060116,2,1014.1,22.6,17.8,74
466920,20060116,3,1013.9,22.4,18,76
466920,20060116,4,1013.7,21.7,18.5,82
466920,20060116,5,1014.9,20.6,18,85
466920,20060116,6,1014.8,20.3,18.7,91
466920,20060116,7,1015.5,20.4,18.8,91
466920,20060116,8,1016.6,19.8,17.8,88
466920,20060116,9,1017.3,20.4,18,86
466920,20060116,10,1016.8,21.1,18.3,84
466920,20060116,11,1016.2,22.3,18.5,79
466920,20060116,12,1014.9,24.4,19.3,73
466920,20060116,13,1014,23.7,18.5,73
466920,20060116,14,1013,26,19.6,68
466920,20060116,15,1012.7,26.1,18.9,65
466920,20060116,16,1013.5,23.7,17.4,68
466920,20060116,17,1014.1,21,17.4,80
466920,20060116,18,1014.5,19.8,17.1,84
466920,20060116,19,1014.9,20.2,17.3,83
466920,20060116,20,1015.2,19.8,17.1,84
466920,20060116,21,1015.5,20.3,17.6,84
466920,20060116,22,1016.1,20.2,18.2,88
466920,20060116,23,1016.5,20.4,18.6,89
466920,20060116,24,1016.6,20.8,18.8,88
466920,20060117,1,1016.8,20.7,18.7,88
466920,20060117,2,1017,20.2,17.8,86
466920,20060117,3,1017,19.9,17.3,85
466920,20060117,4,1016.9,19.5,16.7,84
466920,20060117,5,1017.2,19.3,16.7,85
466920,20060117,6,1017.3,18.9,17,89
466920,20060117,7,1017.5,19,17.1,89
466920,20060117,8,1018,19.4,17.5,89
466920,20060117,9,1018.4,19.9,17.6,87
466920,20060117,10,1018.4,20.3,17.6,84
466920,20060117,11,1018,20.9,18.3,85
466920,20060117,12,1017,21.6,18.4,82
466920,20060117,13,1016,21.2,17.8,81
466920,20060117,14,1015.4,21.6,18.2,81
466920,20060117,15,1014.9,20.9,17.8,82
466920,20060117,16,1015.1,20.8,17.9,83
466920,20060117,17,1015.4,20.4,18,86
466920,20060117,18,1015.4,20.4,18.1,87
466920,20060117,19,1016.3,20.4,18.3,88
466920,20060117,20,1016.2,21.1,18.6,86
466920,20060117,21,1016,20.7,18.6,88
466920,20060117,22,1015.4,20.4,18.5,89
466920,20060117,23,1014.6,20.8,18.8,88
466920,20060117,24,1014.5,20.9,18.9,88
466920,20060118,1,1014.3,20.8,19,89
466920,20060118,2,1013.7,20.7,18.9,89
466920,20060118,3,1013.6,20.3,18.4,89
466920,20060118,4,1013.9,20.6,18.5,88
466920,20060118,5,1014.2,20.2,18.9,92
466920,20060118,6,1014.3,19.3,18.3,94
466920,20060118,7,1015.5,19.9,18.9,94
466920,20060118,8,1014.8,20.4,18.9,91
466920,20060118,9,1014.8,22.9,20.5,86
466920,20060118,10,1014.5,25.4,21.1,77
466920,20060118,11,1013.9,26.1,21.1,74
466920,20060118,12,1013.1,26.4,21.3,74
466920,20060118,13,1012,26.8,21,71
466920,20060118,14,1011.5,26.9,20.9,70
466920,20060118,15,1011.1,26.4,21,72
466920,20060118,16,1011.3,25.9,20.6,73
466920,20060118,17,1011.8,25.2,20.4,75
466920,20060118,18,1012.2,23.8,20,79
466920,20060118,19,1012.6,22.7,19.5,82
466920,20060118,20,1013.1,22.3,19.5,84
466920,20060118,21,1013.3,21.6,19.1,86
466920,20060118,22,1013.5,21.6,19.3,87
466920,20060118,23,1013.1,21.7,19.3,86
466920,20060118,24,1013.1,21.5,19.1,86
466920,20060119,1,1012.7,21.4,19,86
466920,20060119,2,1012.5,21.4,19.2,87
466920,20060119,3,1012.2,21.2,19,87
466920,20060119,4,1012.2,21.1,18.8,87
466920,20060119,5,1012.1,20.7,18.8,89
466920,20060119,6,1012.6,19.2,17.9,92
466920,20060119,7,1012.9,18.8,17,89
466920,20060119,8,1013.8,19.1,16.9,87
466920,20060119,9,1013.6,19.5,17.2,87
466920,20060119,10,1013.3,20.6,17.6,83
466920,20060119,11,1012.4,21.2,17.9,81
466920,20060119,12,1010.8,23.5,19,76
466920,20060119,13,1009.3,24.3,18.7,71
466920,20060119,14,1008.9,23.8,18.7,73
466920,20060119,15,1009.7,20.9,17.2,79
466920,20060119,16,1010.2,20.5,17.1,81
466920,20060119,17,1010.5,20,17,83
466920,20060119,18,1011,20.6,17.3,81
466920,20060119,19,1011.7,20.6,17.4,82
466920,20060119,20,1012.1,20.2,17.5,84
466920,20060119,21,1012.4,19.4,17.4,88
466920,20060119,22,1012.4,18.9,17.4,91
466920,20060119,23,1012.4,18.7,17.7,94
466920,20060119,24,1012.1,18.9,17.1,89
466920,20060120,1,1012.1,18.8,17,89
466920,20060120,2,1011.8,18.8,17,89
466920,20060120,3,1011.5,18.9,17.2,90
466920,20060120,4,1011.3,19,17.2,89
466920,20060120,5,1011.7,19.1,17.2,89
466920,20060120,6,1012.3,19.1,17.1,88
466920,20060120,7,1012.9,18.9,17.3,90
466920,20060120,8,1013.6,18.4,16.7,90
466920,20060120,9,1014.5,18.2,16.5,90
466920,20060120,10,1014.5,18.4,16,86
466920,20060120,11,1013.7,17.6,15.2,86
466920,20060120,12,1013.1,17.7,15.2,85
466920,20060120,13,1012.6,16.8,15.2,90
466920,20060120,14,1012.3,17,15.6,91
466920,20060120,15,1012.4,16.8,15.5,92
466920,20060120,16,1012.9,16.7,15.6,93
466920,20060120,17,1013.6,16.9,15.5,91
466920,20060120,18,1013.9,16.8,15.3,91
466920,20060120,19,1014.3,17,15.8,93
466920,20060120,20,1014.9,17.2,15.4,89
466920,20060120,21,1014.8,17.4,14.9,85
466920,20060120,22,1014.4,17.5,15.2,86
466920,20060120,23,1013.9,17.7,14.9,84
466920,20060120,24,1014,17.8,14.8,83
466920,20060121,1,1014.7,17.1,14.9,87
466920,20060121,2,1014.5,16.6,14.9,90
466920,20060121,3,1014.7,16.5,14.7,89
466920,20060121,4,1015.1,16.3,15,92
466920,20060121,5,1014.8,16,14.8,93
466920,20060121,6,1015,16.2,14.9,92
466920,20060121,7,1015.3,16.4,15,91
466920,20060121,8,1016.2,16.6,14.8,89
466920,20060121,9,1017.2,16.6,14.4,87
466920,20060121,10,1017.4,16.2,13.9,86
466920,20060121,11,1016.9,15.9,14.2,90
466920,20060121,12,1016.4,15.7,13.6,87
466920,20060121,13,1015.5,15.4,13.1,86
466920,20060121,14,1015.2,15.4,13.2,87
466920,20060121,15,1014.8,15.7,13.2,85
466920,20060121,16,1015.1,16,12.7,81
466920,20060121,17,1015.5,15.7,13.2,85
466920,20060121,18,1016.1,15.4,13.4,88
466920,20060121,19,1017,15.5,12.9,84
466920,20060121,20,1017.7,15.2,12.8,86
466920,20060121,21,1018.2,15,12.4,84
466920,20060121,22,1017.9,14.6,11.9,84
466920,20060121,23,1017.9,14.2,11.8,85
466920,20060121,24,1017.3,14,12.1,88
466920,20060122,1,1016.6,13.8,12,89
466920,20060122,2,1016.8,13.9,12,88
466920,20060122,3,1016.9,13.7,12.1,90
466920,20060122,4,1017,13.7,12.1,90
466920,20060122,5,1017,13.4,11.9,91
466920,20060122,6,1017.9,13.4,11.8,90
466920,20060122,7,1018.6,13.3,11.8,91
466920,20060122,8,1019.1,13.1,11.7,91
466920,20060122,9,1019.6,13.3,11.9,91
466920,20060122,10,1019.9,13.4,12.2,92
466920,20060122,11,1019.3,13.6,12.4,92
466920,20060122,12,1018.1,13.5,12.2,92
466920,20060122,13,1017.3,13.3,12.1,92
466920,20060122,14,1017,13.5,12.1,91
466920,20060122,15,1016.7,13.6,12.4,92
466920,20060122,16,1017.5,13.6,11.7,88
466920,20060122,17,1018,13.6,12,90
466920,20060122,18,1018.2,13.3,11.8,91
466920,20060122,19,1018.9,13,11.6,91
466920,20060122,20,1019.5,13.1,11.6,91
466920,20060122,21,1019.8,13,11.6,91
466920,20060122,22,1020.1,13.1,11.7,91
466920,20060122,23,1020.3,13,11.8,92
466920,20060122,24,1020.8,13,11.6,91
466920,20060123,1,1021,13,11.8,92
466920,20060123,2,1021,12.8,11.3,91
466920,20060123,3,1021.1,12.9,11.1,89
466920,20060123,4,1021.2,12.7,11,89
466920,20060123,5,1021.6,12.9,11.3,90
466920,20060123,6,1021.3,13,11.2,89
466920,20060123,7,1022,13.6,11,84
466920,20060123,8,1022.1,14.1,11.1,82
466920,20060123,9,1022.7,14.4,11.3,82
466920,20060123,10,1022.8,15,11.6,80
466920,20060123,11,1022.3,14.5,11.4,82
466920,20060123,12,1021.4,14.6,11.5,82
466920,20060123,13,1020.2,14.4,11.3,82
466920,20060123,14,1020,14.7,11.7,82
466920,20060123,15,1020,14.7,11.8,83
466920,20060123,16,1021.1,14,11.7,86
466920,20060123,17,1022,14.1,11.3,83
466920,20060123,18,1022.5,14.1,11.1,82
466920,20060123,19,1023.3,13.6,11.1,85
466920,20060123,20,1023.8,13.5,11,85
466920,20060123,21,1024.1,13.2,10.9,86
466920,20060123,22,1024.1,13.2,10.9,86
466920,20060123,23,1023.8,13,11,88
466920,20060123,24,1023.3,13.2,11.2,88
466920,20060124,1,1022.8,13.3,11.6,89
466920,20060124,2,1022.2,13.6,11.3,86
466920,20060124,3,1022.6,13.5,11.4,87
466920,20060124,4,1022.3,13.5,11.6,88
466920,20060124,5,1022.5,13.6,12.1,91
466920,20060124,6,1023.2,13.7,12.4,92
466920,20060124,7,1023.7,13.6,12.3,92
466920,20060124,8,1024.4,13.8,12.4,91
466920,20060124,9,1024.6,14,12.4,90
466920,20060124,10,1024.3,14.3,12.7,90
466920,20060124,11,1023.6,14.5,12.8,90
466920,20060124,12,1022.6,14.7,13.2,91
466920,20060124,13,1021.5,15,13.1,88
466920,20060124,14,1021.1,15.2,13.5,90
466920,20060124,15,1021.1,15.3,13.4,88
466920,20060124,16,1021,15,13.3,90
466920,20060124,17,1021.4,14.9,13.2,90
466920,20060124,18,1021.8,15.1,13.2,88
466920,20060124,19,1022.1,15.1,13.4,90
466920,20060124,20,1022.6,15.1,13.4,90
466920,20060124,21,1022.7,15.1,13.5,90
466920,20060124,22,1022.5,15.2,13.5,90
466920,20060124,23,1022.4,15.4,13.7,90
466920,20060124,24,1022.1,15.5,14,91
466920,20060125,1,1022,15.7,14.4,92
466920,20060125,2,1021.8,15.8,14.5,92
466920,20060125,3,1021.5,15.9,14.4,91
466920,20060125,4,1021.3,16,14.3,90
466920,20060125,5,1021.4,15.9,14.4,91
466920,20060125,6,1022.1,16.1,14.6,91
466920,20060125,7,1022.6,16,14.6,91
466920,20060125,8,1023,16.5,15.1,91
466920,20060125,9,1023.9,17,15.4,90
466920,20060125,10,1023.9,17.3,16,92
466920,20060125,11,1023.4,17.9,16.5,92
466920,20060125,12,1022.5,18.3,15.8,85
466920,20060125,13,1021.5,18.3,15.4,83
466920,20060125,14,1021,18.6,15.5,82
466920,20060125,15,1021,18,15.1,83
466920,20060125,16,1021.5,17.7,14.7,83
466920,20060125,17,1022.6,17.4,13.8,79
466920,20060125,18,1023.2,17.1,12.9,76
466920,20060125,19,1023.9,16.6,13,79
466920,20060125,20,1024.6,16.3,13,81
466920,20060125,21,1025,16,13.2,83
